Parcel,Number,Ext,Dir,Street,Suffix,City,ZipCode,Subdivision,PlattedFrontage,MappedSQFT,ApproxTotal,UGDistrict
3751,1512,,N,55TH,DR,KANSAS CITY,66102,WESTPARK MANOR RES,16.3,"3,449.43","1,010.00",1
37508,2921,,N,56TH,ST,KANSAS CITY,66104,MENSER ESTATE,0,"52,792.97","14,500.00",8
3749,1506,,N,55TH,DR,KANSAS CITY,66102,WESTPARK MANOR RES,25.2,"5,042.24","1,100.00",1
3741,1512,,N,55TH,DR,KANSAS CITY,66102,WESTPARK MANOR RES,0,"4,774.97","1,080.00",1
37313,2725,,N,57TH,ST,KANSAS CITY,66104,"CARSON,WILLIAM E ADD",0,"15,502.93","3,910.00",1
3706,5542,,,FREEMAN,AVE,KANSAS CITY,66102,WESTPARK MANOR RES,0,"19,546.51","7,390.00",1
36705,3327,,N,80TH,TER,KANSAS CITY,66109,KONAWA HILLS,62.73,"26,410.56","10,120.00",8
36340,5750,,,HASKELL,CT,KANSAS CITY,66104,CARRIAGE HILLS,112.4,"10,247.94","3,550.00",8
36339,5744,,,HASKELL,CT,KANSAS CITY,66104,CARRIAGE HILLS,47.45,"11,808.04","3,730.00",8
36338,5740,,,HASKELL,CT,KANSAS CITY,66104,CARRIAGE HILLS,56.83,"16,754.37","3,930.00",8
36211,2610,,N,57TH,ST,KANSAS CITY,66104,SHAMROCK ACRES NO 2,88,"11,817.37","11,190.00",8
36210,2602,,N,57TH,ST,KANSAS CITY,66104,SHAMROCK ACRES NO 2,88,"11,323.95","11,020.00",8
36208,2518,,N,57TH,ST,KANSAS CITY,66104,SHAMROCK ACRES NO 2,88,"11,081.82","10,870.00",8
35903,2510,,N,55TH,ST,KANSAS CITY,66104,DAVIS SUB,0,"135,557.05","24,260.00",8
35358,3225,,N,75TH,ST,KANSAS CITY,66109,WASHINGTON HEIGHTS,155.94,"23,170.37","6,110.00",8
35122,7114,,,EDITH,AVE,KANSAS CITY,66109,VALLEY FORGE,109.68,"15,554.75","15,600.00",8
35110,3427,,N,71ST,ST,KANSAS CITY,66109,VALLEY FORGE,143.49,"44,266.52","18,180.00",8
34905,3131,,N,70TH,TER,KANSAS CITY,66109,"SARTINS,J L SUB",118,"59,784.70","15,400.00",8
32201,5919,,,CERNECH,RD,KANSAS CITY,66104,BRENNER HEIGHTS RES,42.3,"4,040.41","11,370.00",8
31845,6147,,,EDITH,AVE,KANSAS CITY,66104,FRIEDBERG HEIGHTS,164,"51,569.59","12,930.00",8
31828,6153,,,PARKVIEW,AVE,KANSAS CITY,66104,FRIEDBERG HEIGHTS,264,"116,041.41","15,330.00",8
31742,6112,,,PARKVIEW,AVE,KANSAS CITY,66104,JACOBS RES,66,"19,455.35","16,030.00",8
31739,6126,,,PARKVIEW,AVE,KANSAS CITY,66104,JACOBS RES,66,"10,996.83","14,550.00",8
31424,3541,R,N,60TH,ST,KANSAS CITY,66104,POOLS RIVERVIEW ACRES,102.5,"29,273.47","2,570.00",8
31403,5926,R,,CERNECH,RD,KANSAS CITY,66104,POOLS RIVERVIEW ACRES,0,"12,901.70","2,390.00",8
298013,90,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,229.77",880,2
298012,88,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,722.37",910,2
298011,84,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,734.97",890,2
298010,80,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,769.06",900,2
298009,76,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,715.31",910,2
298008,72,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,637.03",890,2
298007,68,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,706.52",900,2
298006,64,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,576.08",890,2
298005,60,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,860.09",910,2
298004,58,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,774.56",900,2
298003,56,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,50,"6,663.41",900,2
298002,52,,N,12TH,ST,KANSAS CITY,66102,VILLAGE OF FOUNTAINS,49.92,"6,866.31",910,2
293031,3037,,N,18TH,ST,KANSAS CITY,66104,RIVERS EDGE EAST,0.01,"14,201.97","2,240.00",1
293030,3031,,N,18TH,ST,KANSAS CITY,66104,RIVERS EDGE EAST,0.01,"11,199.38","2,210.00",1
292430,2527,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,70,"9,565.61","2,190.00",1
292429,2529,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,73.99,"9,628.85","2,200.00",1
292428,2530,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,69.32,"9,114.25","2,190.00",1
292427,2528,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,65.01,"8,213.68","2,180.00",1
292426,2526,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,70,"8,733.83","2,190.00",1
292425,2527,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"10,086.33","2,200.00",1
292424,2529,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,84.89,"8,253.29","2,180.00",1
292423,2526,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,62.16,"9,370.11","2,200.00",1
292422,2528,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,61.12,"8,039.23","2,180.00",1
292421,2530,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,102.4,"7,977.65","2,180.00",1
292420,2600,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"11,528.99","2,220.00",1
292419,2604,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,68.15,"10,574.06","2,210.00",1
292418,2606,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,60.53,"8,912.38","2,190.00",1
292417,2608,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"7,052.12","2,170.00",1
292416,2610,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,65,"7,245.76","2,170.00",1
292415,2612,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,65,"7,289.20","2,170.00",1
292414,2700,,N,6TH,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"7,653.77","2,180.00",1
292413,2601,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,75.45,"9,807.60","2,200.00",1
292411,2605,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,71.04,"8,780.66","2,190.00",1
292409,2609,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,75,"8,137.25","2,180.00",1
292408,2703,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,75.53,"7,861.92","2,180.00",1
292407,2705,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"9,332.87","2,190.00",1
292405,2702,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,76.92,"7,162.08","2,170.00",1
292404,2610,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"6,587.07","2,170.00",1
292403,2608,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"7,537.14","2,180.00",1
292401,2604,,N,HALLOCK,ST,KANSAS CITY,66101,PEREGRINE FALCON FIRST PLAT,0.01,"9,170.81","2,190.00",1
28397,2921,,S,53RD,ST,KANSAS CITY,66106,HIGHLAND CREST,70,"9,165.29","13,390.00",6
269312,1932,,N,11TH,ST,KANSAS CITY,66104,CARMELLE ESTATES 2ND PLAT,150.61,"11,198.47",320,4
269311,1936,,N,11TH,ST,KANSAS CITY,66104,CARMELLE ESTATES 2ND PLAT,75,"11,064.65",310,4
269310,1940,,N,11TH,ST,KANSAS CITY,66104,CARMELLE ESTATES 2ND PLAT,75,"11,055.28",310,4
26007,3438,,N,51ST,ST,KANSAS CITY,66104,CRESTVIEW,132.5,"19,125.81","4,900.00",1
25903,3625,,N,55TH,ST,KANSAS CITY,66104,BRAWNER HEIGHTS,115.3,"23,833.98","2,520.00",1
25901,3639,,N,55TH,ST,KANSAS CITY,66104,BRAWNER HEIGHTS,100,"19,937.98",990,1
25900,3649,,N,55TH,ST,KANSAS CITY,66104,BRAWNER HEIGHTS,100,"20,051.41",990,1
258602,605,,N,110TH,ST,KANSAS CITY,66111,KANSAS SPEEDWAY CORPORATION,0,"16,369.84","908,700.00",7
254323,1758,,N,3RD,ST,KANSAS CITY,66101,ZION ESTATES SECOND PLAT,452.45,"27,994.93",480,4
2520,2602,,N,64TH,TER,KANSAS CITY,66104,CLEAR VIEW HEIGHTS,80,"12,677.28","1,540.00",8
245102,1260,,,SOUTHWEST,BLVD,KANSAS CITY,66103,GLACIER PARK,0,"373,243.30","13,120.00",3
23705,345,,S,74TH,ST,KANSAS CITY,66111,MILL CREEK ESTATES,207,"48,490.88","19,410.00",7
232602,5425,,N,99TH,ST,KANSAS CITY,66109,RUNNING BROOK ACRES,143.53,"125,914.06","63,910.00",5
228408,455,,N,BLUEGRASS,DR,BONNER SPRINGS,66012,TIBLOW MANOR REP TRACT D,0,"271,607.62","33,340.00",7
227508,1290,,N,78TH,TER,KANSAS CITY,66112,DEWERCS,50,"14,003.76",0,5
225613,2314,,S,71ST,ST,KANSAS CITY,66106,HART FARM B1‐3,230,"51,005.55","18,020.00",6
223203,233,,N,10TH,ST,KANSAS CITY,66102,MC ALPINES ADD EXT,95,"11,262.93","1,030.00",2
218113,5417,,,DOUGLAS,AVE,KANSAS CITY,66106,STONEHAVEN ESTATES 1ST PLAT,80,"9,642.98","22,710.00",6
218112,5409,,,DOUGLAS,AVE,KANSAS CITY,66106,STONEHAVEN ESTATES 1ST PLAT,80,"9,425.91","22,720.00",6
217327,4903,,,DIXIE,AVE,KANSAS CITY,66106,"OWEN VIEW ESTATES REP L55,58",101.45,"13,011.63","23,410.00",6
216621,616,,,BEACH,ST,EDWARDSVILLE,66111,GASLIGHT SQUARE,96.84,"11,289.37","14,260.00",7
214000,1916,R,N,40TH,ST,KANSAS CITY,66102,"ROHRBACH,W F ESTATE",0,"2,310.68",200,1
214,2930,,N,59TH,ST,KANSAS CITY,66104,BRUNE HEIGHTS,100,"28,278.79","16,910.00",1
213400,2045,R,N,1ST,ST,KANSAS CITY,66101,WOOD‐WALKER ADD RALEIGH AVE,0,"24,353.27",220,1
213207,4109,,,HAGEMANN,ST,KANSAS CITY,66106,CRESTLINE GARDENS L243‐261,114,"18,531.90","22,390.00",6
212028,1907,,N,10TH,ST,KANSAS CITY,66104,JERSEY CREEK PARKWAY,137.8,"18,566.95","19,620.00",4
212026,1900,,N,9TH,ST,KANSAS CITY,66101,JERSEY CREEK PARKWAY,0,"160,672.06","99,870.00",4
2106,2916,,N,65TH,TER,KANSAS CITY,66104,SEATON HEIGHTS,70,"9,579.61","20,350.00",8
210100,2947,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,30,"4,193.84",230,1
210082,2920,,,PARKWOOD,BLVD,KANSAS CITY,66104,PARKWOOD B6‐11,40,"3,800.47",230,1
210070,2935,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,30,"4,397.62",240,1
210068,2939,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,30,"3,991.53",230,1
210067,3001,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,30,"4,143.65",240,1
210066,3005,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,30,"3,618.63",230,1
210063,3023,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,30,"3,902.75",230,1
210057,3039,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,0,"6,304.58",270,1
210042,3059,,N,11TH,ST,KANSAS CITY,66104,PARKWOOD B6‐11,40,"4,486.04","5,530.00",1
210015,3020,,N,BALTIMORE,ST,KANSAS CITY,66104,PARKWOOD B6‐11,0,"72,742.68",470,1
210012,3015,,N,BALTIMORE,ST,KANSAS CITY,66104,PARKWOOD B6‐11,0,"73,232.01",950,1
209720,1826,,N,12TH,ST,KANSAS CITY,66104,LONDON HEIGHTS 2ND SUB,40,"2,951.91",210,4
209694,1821,,N,12TH,ST,KANSAS CITY,66104,LONDON HEIGHTS 2ND SUB,120,"16,100.81",370,4
209678,1132,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,26,"3,281.71",220,4
209675,1138,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,52,"5,824.08",260,4
209643,1824,,N,12TH,ST,KANSAS CITY,66104,LONDON HEIGHTS 2ND SUB,40,"2,869.17",210,4
209642,1830,,N,12TH,ST,KANSAS CITY,66104,LONDON HEIGHTS 2ND SUB,40,"2,947.80",210,4
209548,1314,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,75,"9,109.96",300,4
209547,1318,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,50,"6,006.85",260,4
209546,1322,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,48,"5,919.02",260,4
209545,1400,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,48,"5,933.40",260,4
209544,1404,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,48,"5,910.33",260,4
209536,1512,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,25,"2,994.82",210,4
209535,1510,,,FREEMAN,AVE,KANSAS CITY,66102,LONDON HEIGHTS 2ND SUB,25,"3,123.22",220,4
209005,3928,,,MISSION,RD,KANSAS CITY,66103,SHEIDLEYS RES R L CO 2ND ADD C,0,"4,574.54","3,160.00",3
209004,3920,,,MISSION,RD,KANSAS CITY,66103,SHEIDLEYS RES R L CO 2ND ADD C,0,"5,979.31","3,490.00",3
209003,3912,,,MISSION,RD,KANSAS CITY,66103,SHEIDLEYS RES R L CO 2ND ADD C,0,"16,539.85","4,750.00",3
208314,1926,,N,25TH,ST,KANSAS CITY,66104,CHELSEA PARK EAST HALF B2,48,"6,662.15","28,670.00",4
208212,1935,,N,27TH,ST,KANSAS CITY,66104,CHELSEA PARK WEST HALF B3,51,"6,157.13",270,4
205402,13629,,S,136TH,ST,BONNER SPRINGS,66012,WOLF RIVER SUB TO SARATOGA PAR,187.5,"8,437.73",220,7
205401,13732,,S,136TH,ST,BONNER SPRINGS,66012,WOLF RIVER SUB TO SARATOGA PAR,120,"16,034.15",220,7
205400,13728,,S,136TH,ST,BONNER SPRINGS,66012,WOLF RIVER SUB TO SARATOGA PAR,120,"9,143.01",220,7
200026,9654,,,CRESTWOOD,DR,EDWARDSVILLE,66111,CRESTWOOD,0,"35,469.82","13,620.00",7
199400,2726,,N,22ND,ST,KANSAS CITY,66104,WILLHELMY PLACE,0,"29,498.45",500,4
198601,3336,,,FARROW,AVE,KANSAS CITY,66104,WALNUT LAWN RES,40,"5,971.01",260,1
196268,1945,,,TENNYSON,ST,KANSAS CITY,66104,KENSINGTON RES B7‐10,37.5,"4,456.11",240,4
196262,1963,,,TENNYSON,ST,KANSAS CITY,66104,KENSINGTON RES B7‐10,43.75,"5,215.07","35,880.00",4
196252,1940,,N,31ST,ST,KANSAS CITY,66104,KENSINGTON RES B7‐10,50,"6,045.16",260,4
196251,1938,,N,31ST,ST,KANSAS CITY,66104,KENSINGTON RES B7‐10,50,"6,269.27",270,4
196225,1855,,N,31ST,ST,KANSAS CITY,66104,KENSINGTON RES B7‐10,50,"5,419.69",260,4
195701,1946,,N,28TH,ST,KANSAS CITY,66104,KENSINGTON RES B5,25,"3,031.98",220,4
195449,1876,,N,28TH,ST,KANSAS CITY,66104,"KENSINGTON B4,11‐13,17‐19",52,"6,498.43","1,390.00",4
195429,1836,,N,27TH,ST,KANSAS CITY,66104,"KENSINGTON B4,11‐13,17‐19",50,"5,471.20",260,4
195428,1838,,N,27TH,ST,KANSAS CITY,66104,"KENSINGTON B4,11‐13,17‐19",50,"6,195.21",260,4
195427,1842,,N,27TH,ST,KANSAS CITY,66104,"KENSINGTON B4,11‐13,17‐19",37.5,"4,273.90",240,4
195422,1858,,N,27TH,ST,KANSAS CITY,66104,"KENSINGTON B4,11‐13,17‐19",25,"3,227.08","4,760.00",4
195265,375,,S,11TH,ST,KANSAS CITY,66102,ARMOURDALE HEIGHTS,34,"4,859.39","12,920.00",2
195200,300,,S,BALTIMORE,ST,KANSAS CITY,66102,ARMOURDALE HEIGHTS,25,"3,128.29",510,2
193413,6200,,,MINNESOTA,AVE,KANSAS CITY,66102,"REIDY MANOR B1,2,9",70,"10,428.07","9,230.00",8
193131,7915,R,,GREELEY,AVE,KANSAS CITY,66109,HUFFS HEIGHTS L24‐54,0,345.586,50,5
19311,2825,,N,68TH,ST,KANSAS CITY,66109,BURKARD GARDENS,200,"21,691.88","16,250.00",8
18709,6716,,,MONTANA,CT,KANSAS CITY,66111,HARBOURS RES,75.43,"18,098.56","20,880.00",8
18617,6737,,,SPEAKER,RD,KANSAS CITY,66111,VALLEY CENTER ANNEX,0,"30,933.85","13,950.00",8
186121,715,H,N,7TH,ST,EDWARDSVILLE,66111,EDWARDSVILLE HEIGHTS,89,"20,468.86","16,030.00",7
185811,725,,S,4TH,ST,EDWARDSVILLE,66111,EDWARDSVILLE VILLAGE,0,"31,639.34","49,560.00",7
184709,2906,,N,89TH,TER,KANSAS CITY,66109,FRANCES PLACE,0,"72,438.92","3,360.00",5
183300,1620,,N,27TH,ST,KANSAS CITY,66102,FREEMAN COURT,70.76,"17,255.96",190,4
182804,340,,,FRANKLIN,AVE,KANSAS CITY,66101,CRANES SUB,50,"4,487.61",240,4
182736,5349,,,MILLER,LN,KANSAS CITY,66109,COUNTRYVIEW LAKE NO 1,0,"11,373.69","11,780.00",5
182702,10841,,,COUNTRYSIDE,DR,KANSAS CITY,66109,COUNTRYVIEW LAKE NO 1,212.42,"30,410.14","33,790.00",5
181306,9410,,,MIAMI,ST,KANSAS CITY,66109,WOLCOTT PARK,338.5,"292,450.17","2,390.00",5
181260,5425,,N,96TH,ST,KANSAS CITY,66109,CONNOR CITY,84,"10,167.51",250,5
181250,5540,,N,94TH,ST,KANSAS CITY,66112,CONNOR CITY,42,"5,391.70",240,5
181249,5544,,N,94TH,ST,KANSAS CITY,66112,CONNOR CITY,42,"5,234.74",240,5
181246,5551,,N,95TH,ST,KANSAS CITY,66109,CONNOR CITY,84,"11,042.21",250,5
181243,5545,,N,95TH,ST,KANSAS CITY,66109,CONNOR CITY,42,"5,537.11",240,5
181235,5421,,N,95TH,ST,KANSAS CITY,66109,CONNOR CITY,124,"14,983.00",250,5
181217,9510,,,ELM,ST,KANSAS CITY,66109,CONNOR CITY,125,"20,872.75",260,5
180910,133,,S,17TH,ST,KANSAS CITY,66102,RIVERVIEW HEIGHTS EXT B3,75,"9,586.38",930,2
180812,1312,,,HOMER,AVE,KANSAS CITY,66102,OLIVIA PARK RES,32,"4,153.46",600,2
179500,14141,,,MINNESOTA,AVE,BONNER SPRINGS,66012,WESTONS 4TH ADD CORR PLAT,0,"50,799.64","10,190.00",7
17906,1,,N,80TH,TER,KANSAS CITY,66111,LEE ANN 1ST ADD,80,"8,183.72","11,950.00",7
178205,3000,R,N,48TH,TER,KANSAS CITY,66104,OWENS LAKE WELBORN ADD,0,"3,013.04","3,290.00",1
178035,3016,,N,48TH,TER,KANSAS CITY,66104,LAKE WELBORN ADD,50,"6,185.12","3,820.00",1
178024,3001,,N,48TH,TER,KANSAS CITY,66104,LAKE WELBORN ADD,0,"67,975.03","6,130.00",1
176604,1924,,S,42ND,ST,KANSAS CITY,66106,SPRING GARDEN,50,"7,471.36","1,030.00",3
176603,1918,,S,42ND,ST,KANSAS CITY,66106,SPRING GARDEN,50,"7,559.47","1,030.00",3
176602,1912,,S,42ND,ST,KANSAS CITY,66106,SPRING GARDEN,0,"45,107.80","2,150.00",3
176413,1659,,S,44TH,ST,KANSAS CITY,66106,METROPOLITAN MANOR,0,"21,420.05","1,390.00",6
175414,4309,,,STRONG,AVE,KANSAS CITY,66106,CHERRY ORCHARD ADD,0,"8,149.13","1,050.00",6
175308,4300,,,POWELL,AVE,KANSAS CITY,66106,"PROBSTS,C A SUB",0,"11,049.46","15,590.00",6
174615,2203,,N,45TH,ST,KANSAS CITY,66104,QUEENS GARDEN,70,"9,740.89","4,480.00",1
173632,2943,,N,47TH,ST,KANSAS CITY,66104,WELBORN CLOVER FARMS,67,"20,304.89","13,710.00",1
172855,2918,R,N,42ND,ST,KANSAS CITY,66104,COUNTRY HOME ADD,68,"9,257.78","4,370.00",1
172836,2828,,N,42ND,ST,KANSAS CITY,66104,COUNTRY HOME ADD,136,"37,463.32","25,780.00",1
172820,3018,,N,43RD,ST,KANSAS CITY,66104,COUNTRY HOME ADD,155,"34,284.53","5,310.00",1
172805,3025,,N,43RD,ST,KANSAS CITY,66104,COUNTRY HOME ADD,50,"42,127.73","5,490.00",1
17271,732,,N,70TH,TER,KANSAS CITY,66112,REDWOOD GARDENS,0,"4,853.18",440,8
172611,3117,R,N,47TH,ST,KANSAS CITY,66104,LAUREL ACRES,161,"7,753.60","2,070.00",1
172406,3228,,N,46TH,ST,KANSAS CITY,66104,CUTLER FARMS,100,"16,917.10","9,730.00",1
172401,4600,,,PARKVIEW,AVE,KANSAS CITY,66104,CUTLER FARMS,0,"357,604.83","16,100.00",1
17235,819,,N,71ST,ST,KANSAS CITY,66112,REDWOOD GARDENS,0,"15,002.37","1,190.00",8
172219,3224,,N,44TH,TER,KANSAS CITY,66104,SEIFERTS ADD,223.8,"36,733.04","4,820.00",1
172214,3225,,N,44TH,TER,KANSAS CITY,66104,SEIFERTS ADD,0,"10,593.02","9,360.00",1
172212,3233,,N,44TH,TER,KANSAS CITY,66104,SEIFERTS ADD,0,"11,067.54","9,430.00",1
172210,3241,,N,44TH,TER,KANSAS CITY,66104,SEIFERTS ADD,0,"11,594.46","9,460.00",1
172209,3245,,N,44TH,TER,KANSAS CITY,66104,SEIFERTS ADD,0,"10,238.50","9,130.00",1
172208,3301,,N,44TH,TER,KANSAS CITY,66104,SEIFERTS ADD,0,"15,900.47","9,680.00",1
17204,715,,N,71ST,ST,KANSAS CITY,66112,REDWOOD GARDENS,0,"6,699.82",570,8
17186,745,,N,70TH,TER,KANSAS CITY,66112,REDWOOD GARDENS,0,"3,904.65",370,8
171613,3902,,,METROPOLITAN,AVE,KANSAS CITY,66106,GREENLEES 4TH ADD,33,"4,504.06",890,6
17160,907,,N,70TH,TER,KANSAS CITY,66112,REDWOOD GARDENS,0,"3,121.58",310,8
17154,917,,N,70TH,TER,KANSAS CITY,66112,REDWOOD GARDENS,0,"4,434.08",410,8
171519,1419,,S,39TH,ST,KANSAS CITY,66106,BOEKE PLACE RES TR 1‐4,129.9,"14,496.29","1,240.00",6
171518,1408,,S,38TH,ST,KANSAS CITY,66106,BOEKE PLACE RES TR 1‐4,0,"14,375.37","1,240.00",6
171504,3815,,,STRONG,AVE,KANSAS CITY,66106,BOEKE PLACE RES TR 1‐4,87.8,"9,883.33","1,100.00",6
171503,3813,H,,STRONG,AVE,KANSAS CITY,66106,BOEKE PLACE RES TR 1‐4,12.5,"1,195.97",740,6
17135,904,,N,70TH,ST,KANSAS CITY,66112,REDWOOD GARDENS,0,"4,288.82",410,8
170902,3719,,,POWELL,AVE,KANSAS CITY,66106,WEST END ADD RES B14 L30‐34,25,"3,655.81",860,6
17087,7021,,,GARDEN,DR,KANSAS CITY,66112,REDWOOD GARDENS,0,"28,997.15",850,8
17083,7003,,,GARDEN,DR,KANSAS CITY,66112,REDWOOD GARDENS,176,"17,056.57","1,350.00",8
170670,3510,,,STRONG,AVE,KANSAS CITY,66106,WEST END ADD B5‐16,100,"12,568.51","1,180.00",6
170566,1129,,S,40TH,ST,KANSAS CITY,66106,WEST END ADD B17‐24,50,"3,500.95",860,6
170562,1120,,S,39TH,ST,KANSAS CITY,66106,WEST END ADD B17‐24,25,"2,877.34",850,6
170561,1114,,S,39TH,ST,KANSAS CITY,66106,WEST END ADD B17‐24,125,"14,387.79","1,240.00",6
170559,1104,,S,39TH,ST,KANSAS CITY,66106,WEST END ADD B17‐24,90,"10,360.95","1,130.00",6
170557,1111,,S,39TH,ST,KANSAS CITY,66106,WEST END ADD B17‐24,50,"5,665.20","1,000.00",6
17055,755,,N,70TH,ST,KANSAS CITY,66112,REDWOOD GARDENS,57.48,"5,054.08",140,8
170423,1844,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,75,"9,476.01",550,3
170422,1836,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,75,"9,191.20",540,3
170421,1816,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,150,"19,182.01",690,3
170420,1814,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,80.1,"10,340.76",560,3
170419,1748,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,80,"10,169.27",560,3
170417,1740,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,50,"6,417.88",500,3
170416,1738,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,54.9,"6,632.02",500,3
170414,1829,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,100,"12,492.81",590,3
170413,1835,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,50,"6,024.44",490,3
170412,1849,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,100,"12,212.21",590,3
170410,1840,,S,37TH,ST,KANSAS CITY,66106,TERRACE ADD,50,"6,324.64","1,000.00",3
170406,1737,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,29.8,"3,583.39",430,3
170405,1739,,S,37TH,TER,KANSAS CITY,66106,TERRACE ADD,75,"9,221.32",540,3
170312,1833,,S,37TH,ST,KANSAS CITY,66106,ALTHA PLACE,75,"9,475.68","1,090.00",3
170309,3620,,,DOUGLAS,AVE,KANSAS CITY,66106,ALTHA PLACE,125,"12,623.62",590,3
170139,4030,,,BARBER,AVE,KANSAS CITY,66106,CLINTON PLACE,75,"9,861.17",550,3
170116,1618,,S,40TH,ST,KANSAS CITY,66106,CLINTON PLACE,50,"5,755.13",970,3
169729,1615,,S,40TH,ST,KANSAS CITY,66106,GIBBS & PAYNES 2ND ADD REP,50,"6,277.75",990,3
169050,3528,,,BARBER,AVE,KANSAS CITY,66106,GIBBS & PAYNES ADD,75,"9,724.84","1,100.00",3
169043,3426,,,BARBER,AVE,KANSAS CITY,66106,GIBBS & PAYNES ADD,50,"6,598.32","1,000.00",3
169042,3424,,,BARBER,AVE,KANSAS CITY,66106,GIBBS & PAYNES ADD,25,"3,299.20",860,3
168504,3722,,,STEELE,RD,KANSAS CITY,66106,SINCLAIR PLACE,137,"41,045.68","2,510.00",3
